meal_name,num_ingredients,calories,prep_time,protein,fat,carbs,vegan,vegetarian,keto,paleo,gluten_free,mediterranean,is_healthy
Eggplant Parmesan,0.5454545454545454,0.8654545454545455,0.82,0.8135014794244672,0.8117069187715653,0.8707240656507488,0,1,0,0,0,1,0
Tofu Stir Fry,1.0,0.9181818181818182,0.12,0.504077376148056,0.7998589804810996,0.6510836858084913,1,1,0,0,0,0,0
Shrimp Zoodles,1.0,0.8545454545454545,0.28,0.37749799673139267,0.09377440753136272,0.5785638952304525,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.7272727272727273,0.34363636363636363,0.42,0.5938525375858948,0.030133062438826335,0.031323410129966776,0,1,0,0,0,1,0
Paleo Chicken Bowl,0.45454545454545453,0.8054545454545454,0.72,0.5249106707368519,0.7714861765853407,0.21187765997195707,0,0,1,1,1,0,0
Mediterranean Wrap,0.5454545454545454,0.35454545454545455,0.1,0.05193515367947002,0.5322470829014849,0.5404798467935364,0,0,0,0,0,1,0
Vegan Curry,0.2727272727272727,0.48727272727272725,0.98,0.5189372718778147,0.32332480703995875,0.7979995813544613,1,1,0,0,0,0,0
Greek Yogurt Parfait,1.0,0.10363636363636364,0.5,0.025469098151641265,0.964625561319529,0.839269259768347,0,1,0,0,0,1,0
Keto Avocado Salad,1.0,0.10363636363636364,0.0,0.44460979985599264,0.2399465245849063,0.08850772646555996,0,0,1,1,1,0,0
Vegan Curry,0.36363636363636365,0.49272727272727274,0.76,0.6604706116501335,0.4363247123511982,0.7320929380426204,1,1,0,0,0,0,0
Keto Omelette,1.0,0.2781818181818182,0.3,0.15944860862658541,0.1200229644872397,0.3394064380207787,0,0,1,0,1,0,0
Mediterranean Wrap,0.0,0.1690909090909091,0.9,0.9845237179392906,0.17532732701606923,0.010900894522245316,0,0,0,0,0,1,0
Eggplant Parmesan,0.36363636363636365,1.0,0.7,0.17407870013229118,0.4344988825050697,0.39669188654690996,0,1,0,0,0,1,0
Vegetarian Pizza,0.45454545454545453,0.18,0.66,0.26222031178886346,0.014899135881856481,0.9378620146219412,0,1,0,0,0,0,0
Quinoa Salad,0.6363636363636364,0.5890909090909091,0.88,0.16375858537705232,0.07030233137642024,0.6434510449264644,1,1,0,0,0,1,0
Chickpea Stew,1.0,0.28909090909090907,0.52,0.8050464658275763,0.6784275123062817,0.5735934976668106,1,1,0,0,0,0,0
Quinoa Salad,0.0,0.7745454545454545,0.72,0.6291390428111072,0.8220463059835151,0.652622263455708,1,1,0,0,0,1,0
Grilled Salmon,1.0,0.5163636363636364,0.24,0.21567826630018402,0.3777639873142733,0.03295718771339666,0,0,1,1,1,1,0
Cauliflower Rice Bowl,0.18181818181818182,0.1618181818181818,0.14,0.38736200912290014,0.6828840188042741,0.338136703396547,1,1,0,1,1,0,0
Greek Yogurt Parfait,0.7272727272727273,0.35454545454545455,0.98,0.6321576257696742,0.879234943209541,0.7371833470033119,0,1,0,0,0,1,0
Vegan Buddha Bowl,0.8181818181818182,0.8290909090909091,0.46,0.8109621027116014,0.9925523477588563,0.4109694190082566,1,1,0,0,1,0,0
Cauliflower Rice Bowl,0.0,0.17272727272727273,0.46,0.8715532163133535,0.5628358807041425,0.2349191117868987,1,1,0,1,1,0,0
Tofu Stir Fry,0.5454545454545454,0.3927272727272727,0.68,0.10364119928847909,0.9043789143107639,0.5046844519470917,1,1,0,0,0,0,0
Eggplant Parmesan,0.7272727272727273,0.62,0.24,0.9001055634147063,0.3897366182112346,0.00450369793686499,0,1,0,0,0,1,0
Keto Avocado Salad,0.18181818181818182,0.13636363636363635,0.16,0.3209400203973934,0.9520074590263239,0.9552331056570373,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.8181818181818182,0.6654545454545454,0.3,0.45073435065976203,0.293504295948263,0.3260371974235604,0,1,0,0,0,1,1
Vegan Buddha Bowl,0.36363636363636365,0.2727272727272727,0.3,0.7936571851913071,0.09099158956472042,0.4937260569346637,1,1,0,0,1,0,1
Gluten-Free Pasta,0.8181818181818182,0.24,0.68,0.8922464060140983,0.35135366182325506,0.11197194595624022,0,0,0,0,1,0,0
Lentil Soup,0.7272727272727273,0.13272727272727272,0.86,0.871304042679061,0.8401456312268497,0.4246003531714113,0,1,0,0,0,0,0
Vegan Curry,0.8181818181818182,0.7127272727272728,0.98,0.8964606406945672,0.14652963488641188,0.5128524075561274,1,1,0,0,0,0,0
Paleo Chicken Bowl,0.18181818181818182,0.9,0.88,0.372531844852244,0.8143998470206317,0.9518353673201273,0,0,1,1,1,0,0
Tofu Stir Fry,0.2727272727272727,0.12545454545454546,0.6,0.48412624258792064,0.37849432638893854,0.7068469526159542,1,1,0,0,0,0,0
Vegetarian Pizza,0.8181818181818182,0.9636363636363636,0.76,0.4366688856792282,0.25387628448399857,0.403467345737865,0,1,0,0,0,0,0
Almond Flour Pancakes,1.0,0.8272727272727273,0.8,0.7480177643111182,0.6823083327214677,0.23381600680660702,0,1,1,1,1,0,0
Chickpea Stew,0.7272727272727273,0.2109090909090909,0.1,0.8062123707314769,0.979916174512294,0.5560290130386976,1,1,0,0,0,0,0
Turkey Lettuce Wraps,0.36363636363636365,0.14363636363636365,0.4,0.9980470057572001,0.07353826660795142,0.5538531759681896,0,0,1,1,1,1,0
Almond Flour Pancakes,0.7272727272727273,0.7290909090909091,0.92,0.6326157553322617,0.6970545881110127,0.45338173170722784,0,1,1,1,1,0,0
Keto Omelette,0.5454545454545454,0.02,0.18,0.9552753954518635,0.8920588846220989,0.4545104312592177,0,0,1,0,1,0,0
Vegan Curry,0.8181818181818182,0.6309090909090909,0.7,0.46606548082922683,0.3537970068457954,0.5840025624901524,1,1,0,0,0,0,1
Mediterranean Wrap,0.7272727272727273,0.9109090909090909,0.32,0.28118699801894254,0.41179700259368623,0.6033513839151079,0,0,0,0,0,1,0
Eggplant Parmesan,0.18181818181818182,0.4581818181818182,0.1,0.9546606873123831,0.7271007835309775,0.61410870715979,0,1,0,0,0,1,0
Chicken Stir Fry,0.8181818181818182,0.4381818181818182,0.88,0.16566816557114114,0.4118455200211275,0.780210600755417,0,0,1,1,1,0,0
Cauliflower Rice Bowl,0.0,0.5109090909090909,0.48,0.9748783590328033,0.8437929404972173,0.8416452339569379,1,1,0,1,1,0,0
Chicken Stir Fry,0.7272727272727273,0.1781818181818182,0.0,0.013730407491647568,0.07510469187049408,0.6933210603731792,0,0,1,1,1,0,0
Mediterranean Wrap,0.36363636363636365,0.7927272727272727,0.44,0.7729206220552322,0.9466979019265382,0.8530959222979657,0,0,0,0,0,1,0
Chickpea Stew,0.36363636363636365,0.14,0.16,0.12981030781702943,0.9560065516415268,0.6067837037782318,1,1,0,0,0,0,0
Quinoa Salad,0.0,0.8854545454545455,0.62,0.047125351977916285,0.26890429296378354,0.015983122125562164,1,1,0,0,0,1,0
Chicken Stir Fry,0.45454545454545453,0.21272727272727274,0.04,0.5228202426418167,0.8538808248620364,0.5518830185664882,0,0,1,1,1,0,0
Mediterranean Wrap,0.9090909090909091,0.7272727272727273,0.94,0.4824969058135217,0.4211495227818489,0.7873589868347889,0,0,0,0,0,1,0
Shrimp Zoodles,0.09090909090909091,0.13454545454545455,1.0,0.9077725243230547,0.618372223063846,0.9854368697433211,0,0,1,1,1,0,0
Cauliflower Rice Bowl,0.09090909090909091,0.6072727272727273,0.52,0.09145723684884259,0.7277800117529234,0.547370466447601,1,1,0,1,1,0,0
Quinoa Salad,0.6363636363636364,0.6072727272727273,0.58,0.6252663072226167,0.8640886413424379,0.9541339109721917,1,1,0,0,0,1,0
Vegan Buddha Bowl,0.8181818181818182,0.3327272727272727,0.32,0.4946291525825531,0.2584499727885913,0.45803000803616806,1,1,0,0,1,0,1
Chicken Stir Fry,0.45454545454545453,0.09454545454545454,0.02,0.33042640984381344,0.6345499498758237,0.23648593293010492,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.7272727272727273,0.33090909090909093,0.3,0.152670259073863,0.13873242521075183,0.6418884986482202,0,1,0,0,0,1,0
Vegan Curry,0.2727272727272727,0.509090909090909,0.04,0.878791155037352,0.516087968296907,0.9779987480074744,1,1,0,0,0,0,0
Greek Yogurt Parfait,0.18181818181818182,0.007272727272727273,0.34,0.28000781153570364,0.17701176710932878,0.08327666701814253,0,1,0,0,0,1,0
Quinoa Salad,0.36363636363636365,0.4218181818181818,0.22,0.20738051483318828,0.36474209749827813,0.5028279487736507,1,1,0,0,0,1,0
Tofu Stir Fry,0.9090909090909091,0.13090909090909092,0.5,0.8034996755271538,0.6290356514900902,0.0762521877245404,1,1,0,0,0,0,0
Grilled Salmon,0.0,0.045454545454545456,0.7,0.8103253935936929,0.749697653636829,0.18021262046506975,0,0,1,1,1,1,0
Turkey Lettuce Wraps,0.6363636363636364,0.9545454545454546,0.5,0.7638422816687136,0.5321579817814838,0.7224586194235925,0,0,1,1,1,1,0
Shrimp Zoodles,0.9090909090909091,0.5654545454545454,1.0,0.7169973709933337,0.8970143701006165,0.5111844529679427,0,0,1,1,1,0,0
Turkey Lettuce Wraps,1.0,0.49636363636363634,0.74,0.5353378957342751,0.24263641711736347,0.26592289137503133,0,0,1,1,1,1,0
Mediterranean Wrap,1.0,0.06909090909090909,0.32,0.21252103969698652,0.32787710649782303,0.114698492702461,0,0,0,0,0,1,0
Chickpea Stew,0.2727272727272727,0.04363636363636364,0.06,0.3569142920093464,0.6500107218394505,0.47871480580458237,1,1,0,0,0,0,0
Vegan Buddha Bowl,0.45454545454545453,0.06,0.92,0.7492518802480128,0.4323012664011984,0.12260784185424212,1,1,0,0,1,0,0
Keto Avocado Salad,0.36363636363636365,0.94,0.5,0.6106602828844354,0.24452380377929142,0.4975980864448143,0,0,1,1,1,0,0
Paleo Chicken Bowl,0.36363636363636365,0.6836363636363636,0.64,0.007561319934952104,0.2254556102047553,0.3631573895405744,0,0,1,1,1,0,0
Eggplant Parmesan,0.2727272727272727,0.6345454545454545,0.2,0.08832679314115456,0.8074477259203481,0.0498421933944612,0,1,0,0,0,1,0
Keto Avocado Salad,0.5454545454545454,0.44,0.6,0.41249046606984124,0.9844053846174013,0.10688519211389645,0,0,1,1,1,0,0
Chicken Stir Fry,0.2727272727272727,0.13454545454545455,0.06,0.005315500960406026,0.9770755424922682,0.4900117129093639,0,0,1,1,1,0,0
Paleo Chicken Bowl,0.18181818181818182,0.8,0.02,0.5596073892279524,0.5726063890201972,0.2767839593771756,0,0,1,1,1,0,0
Lentil Soup,0.36363636363636365,0.5909090909090909,0.5,0.32532801470972744,0.42606250779574606,0.5070699580563641,0,1,0,0,0,0,1
Chickpea Stew,1.0,0.0,0.5,0.7717065117265635,0.0870658176358924,0.505545967320498,1,1,0,0,0,0,0
Vegan Buddha Bowl,0.9090909090909091,0.4690909090909091,0.64,0.37111293745851165,0.4549665521334632,0.5485407686113855,1,1,0,0,1,0,0
Vegetarian Pizza,1.0,0.02181818181818182,0.78,0.8140174029774656,0.25483717593504873,0.6829902933933991,0,1,0,0,0,0,0
Chickpea Stew,0.7272727272727273,0.9981818181818182,0.68,0.3506462644380192,0.9314229965813373,0.8338460285843853,1,1,0,0,0,0,0
Lentil Soup,0.09090909090909091,0.6054545454545455,0.2,0.9431424438912505,0.1812449687079227,0.06081142357817211,0,1,0,0,0,0,0
Vegan Curry,0.45454545454545453,0.6327272727272727,0.14,0.8321765250474308,0.7519455271934714,0.8024012596060809,1,1,0,0,0,0,0
Keto Omelette,0.36363636363636365,0.29818181818181816,0.08,0.2368891490168602,0.6349085589113285,0.9119936288756576,0,0,1,0,1,0,0
Tofu Stir Fry,0.8181818181818182,0.16,0.34,0.8207768957756011,0.43979542912972336,0.3748801379470416,1,1,0,0,0,0,0
Greek Yogurt Parfait,0.45454545454545453,0.04,0.28,0.5804370779376099,0.35581228631109624,0.3895873621133586,0,1,0,0,0,1,0
Chicken Stir Fry,0.36363636363636365,0.18727272727272729,1.0,0.545622430224326,0.432169532831789,0.33023685114866846,0,0,1,1,1,0,1
Greek Yogurt Parfait,0.6363636363636364,0.8127272727272727,0.28,0.8831247835822159,0.4962257119721346,0.7436477351499083,0,1,0,0,0,1,0
Vegan Buddha Bowl,0.45454545454545453,0.8,0.64,0.7105955727769846,0.7800861370079677,0.13833684698427046,1,1,0,0,1,0,0
Vegan Buddha Bowl,0.45454545454545453,0.9472727272727273,0.08,0.8812517453352418,0.3424981825037753,0.8243747414301994,1,1,0,0,1,0,0
Turkey Lettuce Wraps,0.2727272727272727,0.39090909090909093,0.28,0.8013737922890523,0.14985057168066954,0.22546465723526674,0,0,1,1,1,1,1
Lentil Soup,0.09090909090909091,0.7454545454545455,0.6,0.6015010146117706,0.5664866945738731,0.7180710533480074,0,1,0,0,0,0,0
Mediterranean Wrap,0.2727272727272727,0.01818181818181818,0.18,0.3442697103395464,0.22747887121824958,0.42207664752198515,0,0,0,0,0,1,0
Shrimp Zoodles,0.9090909090909091,0.7181818181818181,0.5,0.5892254934698934,0.5067170838520116,0.6121248772687099,0,0,1,1,1,0,0
Turkey Lettuce Wraps,0.6363636363636364,0.8345454545454546,0.86,0.5680206193489986,0.6979589918546448,0.9267975375493629,0,0,1,1,1,1,0
Vegan Curry,0.8181818181818182,0.6854545454545454,0.16,0.4262947649302447,0.7378524832435767,0.9388035755302033,1,1,0,0,0,0,0
Grilled Salmon,0.5454545454545454,0.7345454545454545,0.5,0.8431899346893642,0.12453231034962481,0.9251207086761227,0,0,1,1,1,1,0
Greek Yogurt Parfait,0.6363636363636364,0.7818181818181819,0.16,0.7480559541247424,0.20565294249155347,0.7905170170573346,0,1,0,0,0,1,0
Keto Avocado Salad,0.18181818181818182,0.44181818181818183,0.48,0.8679362896022432,0.9248375634475041,0.4646709299920195,0,0,1,1,1,0,0
Chicken Stir Fry,0.9090909090909091,0.96,0.84,0.03300347904405409,0.9146011146468829,0.24466099823339865,0,0,1,1,1,0,0
Gluten-Free Pasta,0.2727272727272727,0.9090909090909091,0.46,0.31305933238885125,0.7820147437429052,0.27436414294774125,0,0,0,0,1,0,0
Cauliflower Rice Bowl,0.36363636363636365,0.08727272727272728,0.12,0.9805341429594465,0.4596994411924502,0.5573445081808439,1,1,0,1,1,0,0
Vegan Curry,0.0,0.5927272727272728,0.0,0.3115152065967895,0.39787346761201026,0.4253059171310426,1,1,0,0,0,0,0
Greek Yogurt Parfait,0.0,0.7781818181818182,0.56,0.4744769515654414,0.5658178024833904,0.06001461005419361,0,1,0,0,0,1,0
Shrimp Zoodles,0.18181818181818182,0.31636363636363635,0.98,0.527068694155684,0.44142736147893474,0.3989765503982067,0,0,1,1,1,0,1
Paleo Chicken Bowl,0.18181818181818182,0.4781818181818182,0.56,0.0758790012137313,0.7546967250255607,0.26901718585917955,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.09090909090909091,0.6890909090909091,0.64,0.025504893087153913,0.156101423026983,0.7178617951552129,0,1,0,0,0,1,0
Vegan Curry,0.0,0.5672727272727273,0.04,0.23224851461387275,0.6731386454957463,0.013480062835798548,1,1,0,0,0,0,0
Turkey Lettuce Wraps,0.36363636363636365,0.09090909090909091,0.64,0.5595658690863874,0.7221820319240847,0.808246479142922,0,0,1,1,1,1,0
Shrimp Zoodles,0.6363636363636364,0.8909090909090909,0.3,0.39920938455397403,0.669321462411526,0.20091454622670887,0,0,1,1,1,0,0
Eggplant Parmesan,0.09090909090909091,0.01090909090909091,0.18,0.08593549471762872,0.20796518992981425,0.02038128555133168,0,1,0,0,0,1,0
Greek Yogurt Parfait,0.2727272727272727,0.5163636363636364,0.34,0.8972394177264107,0.8190555210555595,0.33934339626326115,0,1,0,0,0,1,0
Vegetarian Pizza,0.09090909090909091,0.8545454545454545,0.22,0.8349040652880965,0.34561640125379345,0.7763988993135977,0,1,0,0,0,0,0
Keto Avocado Salad,0.09090909090909091,0.09454545454545454,0.86,0.22062491845593982,0.9765543372134778,0.7823922415421184,0,0,1,1,1,0,0
Chickpea Stew,0.8181818181818182,0.28545454545454546,0.9,0.4734703214985318,0.18212123963923507,0.4839716718193528,1,1,0,0,0,0,1
Chickpea Stew,0.7272727272727273,0.4290909090909091,0.48,0.25919895343499993,0.1392626568107531,0.838207131953631,1,1,0,0,0,0,0
Vegan Buddha Bowl,0.8181818181818182,0.8018181818181818,0.56,0.17254830522250747,0.2725482790196375,0.012144808957510168,1,1,0,0,1,0,0
Cauliflower Rice Bowl,0.36363636363636365,0.07454545454545454,0.7,0.5006342619639971,0.06690044969009559,0.40351388346635436,1,1,0,1,1,0,0
Paleo Chicken Bowl,0.8181818181818182,0.62,0.4,0.26502480468657663,0.26672473651952333,0.7342632187155199,0,0,1,1,1,0,0
Chicken Stir Fry,1.0,0.8254545454545454,0.18,0.9190911798625879,0.41937982943062796,0.38114647446395233,0,0,1,1,1,0,0
Shrimp Zoodles,0.09090909090909091,0.6581818181818182,0.0,0.08321173020599074,0.6042251300322796,0.24175010871823369,0,0,1,1,1,0,0
Grilled Salmon,0.6363636363636364,0.01818181818181818,0.7,0.7227229123804886,0.29742507581975763,0.5665498983931637,0,0,1,1,1,1,0
Chicken Stir Fry,0.5454545454545454,0.7363636363636363,0.08,0.4862249077488791,0.27014614873811893,0.5396782635208908,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.18181818181818182,0.44181818181818183,0.84,0.8507382226012336,0.957194818075713,0.15001563419443856,0,1,0,0,0,1,0
Keto Avocado Salad,0.8181818181818182,0.8163636363636364,0.16,0.07551154371160196,0.7295762414554898,0.49480955893958867,0,0,1,1,1,0,0
Grilled Salmon,0.6363636363636364,0.07454545454545454,0.48,0.2476543799067384,0.8207184487295894,0.8022785935739576,0,0,1,1,1,1,0
Lentil Soup,0.18181818181818182,0.8672727272727273,0.74,0.5932468525835218,0.361437844105885,0.0861897887599375,0,1,0,0,0,0,0
Chickpea Stew,0.0,0.5981818181818181,0.96,0.1860709653292212,0.5428199224867338,0.8766660819082914,1,1,0,0,0,0,0
Vegan Curry,0.36363636363636365,0.14545454545454545,0.44,0.7278062810278382,0.6383903095471527,0.9855522752134962,1,1,0,0,0,0,0
Cauliflower Rice Bowl,0.7272727272727273,0.48545454545454547,0.28,0.6967195021330737,0.05128167406513107,0.6712699244946153,1,1,0,1,1,0,1
Vegetarian Pizza,0.5454545454545454,0.7272727272727273,0.44,0.5586461717779415,0.4739563371167553,0.3100431305775092,0,1,0,0,0,0,1
Turkey Lettuce Wraps,0.36363636363636365,0.9418181818181818,0.16,0.19357536532379457,0.11512805821995196,0.4202210537348876,0,0,1,1,1,1,0
Cauliflower Rice Bowl,0.2727272727272727,0.7290909090909091,0.82,0.6478414770456693,0.6513586134074609,0.36249012719107976,1,1,0,1,1,0,0
Lentil Soup,1.0,0.17636363636363636,0.04,0.6998490391230736,0.34028584753556956,0.7267589027917558,0,1,0,0,0,0,0
Lentil Soup,0.5454545454545454,0.9563636363636364,0.96,0.5411517926977618,0.662875329695835,0.7400005464962032,0,1,0,0,0,0,0
Quinoa Salad,0.8181818181818182,0.19454545454545455,0.02,0.024514262993479502,0.8718432602835308,0.015057116041352658,1,1,0,0,0,1,0
Tofu Stir Fry,0.09090909090909091,0.7545454545454545,0.62,0.8028692950482553,1.0,0.34834159028588885,1,1,0,0,0,0,0
Chickpea Stew,0.36363636363636365,0.49272727272727274,0.86,0.9891201176777196,0.7697617112351994,0.4161785748852046,1,1,0,0,0,0,0
Gluten-Free Pasta,0.2727272727272727,0.7054545454545454,0.0,0.23999037680409577,0.11030805831053282,0.3522975362187641,0,0,0,0,1,0,0
Cauliflower Rice Bowl,0.2727272727272727,0.2636363636363636,0.72,0.04229743303188053,0.017474992300936628,0.9927811990711737,1,1,0,1,1,0,0
Keto Avocado Salad,0.0,0.6236363636363637,0.06,0.21936183469786624,0.9519064224582457,0.7890552921417014,0,0,1,1,1,0,0
Grilled Salmon,1.0,0.7981818181818182,0.9,0.603868844809175,0.9055529200003825,0.9942607755562773,0,0,1,1,1,1,0
Gluten-Free Pasta,0.2727272727272727,0.5618181818181818,1.0,0.5153069058872254,0.23080604669433022,0.17212641617056973,0,0,0,0,1,0,1
Keto Avocado Salad,0.0,0.9181818181818182,0.04,0.8304324321414119,0.8023397119831389,0.6306622619218721,0,0,1,1,1,0,0
Chickpea Stew,0.7272727272727273,0.1781818181818182,0.38,1.0,0.17388869729770204,0.39440278249264116,1,1,0,0,0,0,0
Cauliflower Rice Bowl,0.09090909090909091,0.11090909090909092,0.32,0.15467369707254083,0.8174410340912642,0.22059772837663022,1,1,0,1,1,0,0
Turkey Lettuce Wraps,0.7272727272727273,0.5963636363636363,0.06,0.5830503525318133,0.09127302995510345,0.8812337644436307,0,0,1,1,1,1,0
Keto Omelette,0.9090909090909091,0.9818181818181818,0.16,0.044592621137601665,0.853892888153332,0.02937513022600812,0,0,1,0,1,0,0
Turkey Lettuce Wraps,0.6363636363636364,0.9745454545454545,0.08,0.7389725970571147,0.2816547582372453,0.24913522790333734,0,0,1,1,1,1,0
Paleo Chicken Bowl,0.6363636363636364,0.45454545454545453,0.08,0.04902214674396459,0.5334981091472416,0.9668822211342013,0,0,1,1,1,0,0
Eggplant Parmesan,1.0,0.20545454545454545,0.78,0.887423879122113,0.5169330539180217,0.9106254455793368,0,1,0,0,0,1,0
Keto Omelette,0.6363636363636364,0.07090909090909091,0.66,0.5465567964379114,0.8662231677272764,0.7360086807192487,0,0,1,0,1,0,0
Greek Yogurt Parfait,0.6363636363636364,0.16545454545454547,0.64,0.15813612200149035,0.16035961338912944,0.3314438582368131,0,1,0,0,0,1,0
